geoid,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,unemployed,labor_force,receives_snap,snap_universe,receives_pai,pai_universe,uninsured,insured_universe,median_percentage_income_rent
06013338203,"Census Tract 3382.03, Contra Costa County, California",5189,93779.0,495700.0,2986.0,3388.0,70.0,0.0,1058.0,0.0,0.0,330.0,343.0,258.0,3378.0,44.0,2663.0,24.0,2663.0,225.0,5189.0,25.5
06013338204,"Census Tract 3382.04, Contra Costa County, California",6213,92759.0,487800.0,3154.0,4440.0,64.0,41.0,1098.0,0.0,0.0,151.0,419.0,179.0,3388.0,26.0,2692.0,11.0,2692.0,524.0,6213.0,27.5
06013338301,"Census Tract 3383.01, Contra Costa County, California",2904,134861.0,837400.0,1319.0,2034.0,34.0,0.0,411.0,0.0,0.0,79.0,346.0,51.0,1205.0,0.0,1071.0,0.0,1071.0,126.0,2863.0,43.4
06013338302,"Census Tract 3383.02, Contra Costa County, California",6212,159917.0,868800.0,3154.0,4515.0,22.0,0.0,649.0,0.0,19.0,518.0,489.0,237.0,2921.0,34.0,2119.0,39.0,2119.0,50.0,6168.0,19.8
06013339001,"Census Tract 3390.01, Contra Costa County, California",3243,72620.0,460000.0,1541.0,1907.0,103.0,25.0,469.0,14.0,5.0,82.0,663.0,126.0,2331.0,30.0,1821.0,17.0,1821.0,336.0,3228.0,28.5
06013339002,"Census Tract 3390.02, Contra Costa County, California",6966,65879.0,406300.0,2949.0,3975.0,144.0,5.0,1638.0,0.0,61.0,410.0,733.0,307.0,4417.0,258.0,3530.0,106.0,3530.0,573.0,6951.0,29.8
06013340001,"Census Tract 3400.01, Contra Costa County, California",5916,68872.0,620900.0,2452.0,4511.0,90.0,0.0,752.0,76.0,0.0,161.0,326.0,260.0,3106.0,116.0,2389.0,96.0,2389.0,617.0,5872.0,37.4
06013340002,"Census Tract 3400.02, Contra Costa County, California",7478,117332.0,773100.0,3657.0,5545.0,0.0,20.0,750.0,0.0,16.0,522.0,635.0,203.0,4260.0,41.0,2936.0,0.0,2936.0,166.0,7476.0,21.7
06013341000,"Census Tract 3410, Contra Costa County, California",5543,116346.0,848100.0,2511.0,4323.0,60.0,25.0,481.0,0.0,0.0,305.0,349.0,179.0,3022.0,32.0,2108.0,0.0,2108.0,532.0,5531.0,24.0
06013343001,"Census Tract 3430.01, Contra Costa County, California",4803,98167.0,869800.0,2333.0,3713.0,61.0,0.0,425.0,13.0,0.0,49.0,542.0,173.0,2560.0,79.0,2094.0,32.0,2094.0,377.0,4803.0,27.4
06013343002,"Census Tract 3430.02, Contra Costa County, California",4812,93528.0,765000.0,2121.0,3384.0,33.0,7.0,532.0,0.0,0.0,249.0,614.0,154.0,2325.0,15.0,1894.0,15.0,1894.0,58.0,4647.0,27.1
06013343003,"Census Tract 3430.03, Contra Costa County, California",3906,128111.0,913000.0,1783.0,3109.0,15.0,0.0,340.0,41.0,0.0,227.0,174.0,166.0,2165.0,12.0,1486.0,27.0,1486.0,277.0,3906.0,34.6
06013345101,"Census Tract 3451.01, Contra Costa County, California",5794,115897.0,705800.0,1997.0,3286.0,222.0,14.0,1242.0,18.0,0.0,15.0,997.0,153.0,3122.0,5.0,1851.0,0.0,1851.0,302.0,5785.0,26.6
06013345102,"Census Tract 3451.02, Contra Costa County, California",3698,125801.0,673700.0,1277.0,2336.0,12.0,92.0,541.0,8.0,0.0,224.0,485.0,130.0,1916.0,7.0,1217.0,9.0,1217.0,149.0,3698.0,24.5
06013345103,"Census Tract 3451.03, Contra Costa County, California",4828,130319.0,694400.0,1996.0,2945.0,97.0,9.0,899.0,0.0,8.0,476.0,403.0,139.0,2425.0,18.0,1764.0,7.0,1764.0,232.0,4825.0,29.0
06013345105,"Census Tract 3451.05, Contra Costa County, California",6625,115625.0,810500.0,2928.0,4985.0,46.0,27.0,760.0,0.0,0.0,207.0,600.0,164.0,3048.0,0.0,2246.0,0.0,2246.0,47.0,6620.0,24.5
06013345108,"Census Tract 3451.08, Contra Costa County, California",7480,120436.0,727300.0,3856.0,3983.0,198.0,38.0,2488.0,0.0,0.0,355.0,429.0,136.0,4175.0,30.0,3132.0,17.0,3132.0,173.0,7480.0,27.9
06013345111,"Census Tract 3451.11, Contra Costa County, California",5083,121375.0,817400.0,2410.0,2117.0,76.0,18.0,2377.0,0.0,0.0,60.0,435.0,113.0,2591.0,10.0,1865.0,10.0,1865.0,199.0,5083.0,27.2
06013345112,"Census Tract 3451.12, Contra Costa County, California",5945,101528.0,1002800.0,2310.0,2495.0,33.0,0.0,2552.0,0.0,9.0,197.0,659.0,80.0,2982.0,15.0,2078.0,47.0,2078.0,193.0,5945.0,30.0
06013345113,"Census Tract 3451.13, Contra Costa County, California",4306,157986.0,900400.0,2079.0,2793.0,182.0,20.0,900.0,0.0,0.0,119.0,292.0,51.0,2078.0,8.0,1447.0,16.0,1447.0,106.0,4306.0,43.1
06013345114,"Census Tract 3451.14, Contra Costa County, California",6518,150641.0,862700.0,3084.0,5638.0,60.0,0.0,500.0,9.0,9.0,62.0,240.0,192.0,3092.0,0.0,2556.0,8.0,2556.0,237.0,6518.0,34.7
06013345115,"Census Tract 3451.15, Contra Costa County, California",5990,165893.0,942000.0,2593.0,3128.0,52.0,38.0,2143.0,0.0,0.0,325.0,317.0,66.0,3135.0,0.0,1895.0,12.0,1895.0,254.0,5990.0,24.4
06013345116,"Census Tract 3451.16, Contra Costa County, California",2852,150776.0,768200.0,1155.0,1547.0,10.0,4.0,670.0,0.0,64.0,166.0,391.0,40.0,1541.0,6.0,898.0,7.0,898.0,63.0,2836.0,25.8
06013345202,"Census Tract 3452.02, Contra Costa County, California",7880,114852.0,669000.0,3653.0,4725.0,200.0,52.0,1828.0,41.0,37.0,459.0,579.0,327.0,4879.0,29.0,3119.0,0.0,3119.0,230.0,7880.0,24.4
06013345203,"Census Tract 3452.03, Contra Costa County, California",6821,138929.0,1033500.0,2910.0,5409.0,204.0,0.0,518.0,0.0,0.0,341.0,349.0,149.0,3169.0,13.0,2656.0,93.0,2656.0,196.0,6800.0,30.3
06013345204,"Census Tract 3452.04, Contra Costa County, California",3933,183333.0,1463700.0,1952.0,3588.0,0.0,0.0,122.0,0.0,0.0,28.0,195.0,152.0,1918.0,8.0,1252.0,10.0,1252.0,101.0,3933.0,18.8
06013346101,"Census Tract 3461.01, Contra Costa County, California",3446,148146.0,915500.0,1836.0,2720.0,0.0,0.0,439.0,0.0,0.0,62.0,225.0,97.0,1459.0,8.0,1301.0,0.0,1301.0,100.0,3446.0,25.6
06013346102,"Census Tract 3461.02, Contra Costa County, California",5793,187188.0,1488300.0,2911.0,4619.0,41.0,17.0,474.0,26.0,0.0,192.0,435.0,84.0,2558.0,0.0,1998.0,0.0,1998.0,138.0,5774.0,39.0
06013346201,"Census Tract 3462.01, Contra Costa County, California",7288,161891.0,1144400.0,3675.0,6469.0,36.0,0.0,435.0,0.0,0.0,144.0,204.0,93.0,3301.0,16.0,2751.0,0.0,2751.0,249.0,7288.0,19.6
06013346203,"Census Tract 3462.03, Contra Costa County, California",3846,128603.0,918300.0,1880.0,3232.0,1.0,0.0,399.0,0.0,0.0,61.0,153.0,59.0,1598.0,0.0,1377.0,0.0,1377.0,53.0,3846.0,40.9
06013346204,"Census Tract 3462.04, Contra Costa County, California",7411,181523.0,1053700.0,3278.0,5463.0,0.0,0.0,1109.0,0.0,0.0,232.0,607.0,297.0,3625.0,15.0,2520.0,13.0,2520.0,76.0,7398.0,30.1
06013347000,"Census Tract 3470, Contra Costa County, California",6200,155750.0,966200.0,3237.0,4710.0,89.0,16.0,612.0,0.0,18.0,328.0,443.0,113.0,3328.0,49.0,2382.0,0.0,2382.0,135.0,6200.0,32.1
06013348000,"Census Tract 3480, Contra Costa County, California",4862,182143.0,1346800.0,2382.0,3566.0,24.0,7.0,668.0,0.0,0.0,292.0,305.0,161.0,1999.0,8.0,1668.0,10.0,1668.0,69.0,4862.0,27.6
06013349000,"Census Tract 3490, Contra Costa County, California",5518,113819.0,997700.0,2332.0,4192.0,167.0,6.0,504.0,0.0,0.0,127.0,522.0,164.0,2734.0,25.0,2041.0,15.0,2041.0,157.0,5474.0,28.2
06013350000,"Census Tract 3500, Contra Costa County, California",6475,92734.0,1018400.0,3246.0,4448.0,318.0,0.0,777.0,0.0,59.0,443.0,430.0,151.0,3285.0,38.0,2591.0,35.0,2591.0,374.0,6459.0,29.2
06013351101,"Census Tract 3511.01, Contra Costa County, California",2600,49115.0,395400.0,1543.0,2278.0,17.0,0.0,216.0,27.0,0.0,17.0,45.0,67.0,500.0,0.0,1926.0,0.0,1926.0,48.0,2600.0,37.5
06013351102,"Census Tract 3511.02, Contra Costa County, California",3667,44598.0,271500.0,1940.0,3072.0,12.0,17.0,349.0,0.0,0.0,14.0,203.0,56.0,549.0,15.0,2697.0,0.0,2697.0,82.0,3568.0,50.0
06013351103,"Census Tract 3511.03, Contra Costa County, California",1884,71333.0,520900.0,1158.0,1681.0,2.0,9.0,119.0,0.0,0.0,17.0,56.0,0.0,249.0,0.0,1276.0,7.0,1276.0,16.0,1875.0,45.2
06013351200,"Census Tract 3512, Contra Costa County, California",6003,200750.0,1063400.0,3031.0,4799.0,5.0,0.0,577.0,0.0,20.0,322.0,280.0,149.0,2886.0,0.0,2132.0,0.0,2132.0,33.0,5986.0,24.6
06013352101,"Census Tract 3521.01, Contra Costa County, California",3220,164432.0,1131700.0,1217.0,2131.0,82.0,9.0,457.0,7.0,4.0,147.0,383.0,36.0,1381.0,0.0,797.0,6.0,797.0,77.0,3220.0,46.2
06013352102,"Census Tract 3521.02, Contra Costa County, California",5741,171802.0,1030100.0,2692.0,4204.0,20.0,0.0,820.0,0.0,0.0,204.0,493.0,88.0,2559.0,0.0,1788.0,0.0,1788.0,58.0,5741.0,20.0
06013352201,"Census Tract 3522.01, Contra Costa County, California",6260,122188.0,954200.0,2921.0,4220.0,22.0,8.0,1327.0,0.0,16.0,190.0,477.0,265.0,3006.0,0.0,2342.0,14.0,2342.0,243.0,6224.0,29.8
06013352202,"Census Tract 3522.02, Contra Costa County, California",2542,113611.0,801900.0,1492.0,1810.0,37.0,0.0,389.0,8.0,0.0,163.0,135.0,64.0,1227.0,15.0,1032.0,28.0,1032.0,142.0,2466.0,29.5
06013353001,"Census Tract 3530.01, Contra Costa County, California",3697,177679.0,1122200.0,2146.0,2851.0,127.0,0.0,560.0,0.0,0.0,153.0,6.0,169.0,1864.0,0.0,1317.0,8.0,1317.0,79.0,3697.0,23.0
06013353002,"Census Tract 3530.02, Contra Costa County, California",4429,161780.0,1146900.0,2289.0,3237.0,53.0,72.0,468.0,1.0,0.0,107.0,562.0,95.0,2184.0,0.0,1533.0,0.0,1533.0,242.0,4416.0,20.4
06013354001,"Census Tract 3540.01, Contra Costa County, California",2064,173021.0,982800.0,1241.0,1610.0,0.0,17.0,250.0,10.0,0.0,91.0,86.0,62.0,1035.0,19.0,731.0,0.0,731.0,38.0,2064.0,32.7
06013354002,"Census Tract 3540.02, Contra Costa County, California",6581,219556.0,1195300.0,4009.0,4706.0,85.0,1.0,839.0,0.0,57.0,459.0,434.0,51.0,2871.0,24.0,2595.0,7.0,2595.0,131.0,6543.0,19.3
06013355107,"Census Tract 3551.07, Contra Costa County, California",5001,84107.0,340100.0,1094.0,2055.0,530.0,48.0,584.0,0.0,0.0,219.0,1601.0,316.0,2754.0,102.0,1704.0,32.0,1704.0,441.0,4994.0,33.0
06013355108,"Census Tract 3551.08, Contra Costa County, California",13947,93927.0,348100.0,3227.0,3100.0,4167.0,95.0,2003.0,224.0,81.0,1117.0,3183.0,702.0,7177.0,322.0,3725.0,255.0,3725.0,732.0,13905.0,34.0
06013355109,"Census Tract 3551.09, Contra Costa County, California",7281,92167.0,329700.0,1266.0,2959.0,1670.0,0.0,605.0,71.0,0.0,264.0,1712.0,420.0,3674.0,287.0,2218.0,143.0,2218.0,866.0,7186.0,50.0
06013355110,"Census Tract 3551.10, Contra Costa County, California",4091,81618.0,305900.0,735.0,1015.0,808.0,16.0,780.0,0.0,15.0,389.0,1068.0,261.0,2181.0,180.0,1112.0,16.0,1112.0,554.0,4091.0,28.1
06013355111,"Census Tract 3551.11, Contra Costa County, California",6399,81761.0,323700.0,1138.0,1769.0,1606.0,0.0,837.0,0.0,0.0,222.0,1965.0,317.0,3498.0,187.0,1923.0,141.0,1923.0,358.0,6399.0,30.8
06013355112,"Census Tract 3551.12, Contra Costa County, California",5289,162500.0,1168700.0,2587.0,3879.0,96.0,0.0,785.0,7.0,21.0,113.0,388.0,116.0,2635.0,40.0,2094.0,21.0,2094.0,130.0,5217.0,44.5
06013355113,"Census Tract 3551.13, Contra Costa County, California",4980,169250.0,957100.0,2557.0,3030.0,183.0,0.0,1333.0,0.0,0.0,159.0,275.0,71.0,2397.0,8.0,1707.0,8.0,1707.0,95.0,4980.0,23.5
06013355114,"Census Tract 3551.14, Contra Costa County, California",11402,165082.0,940900.0,4861.0,4673.0,191.0,1.0,5110.0,0.0,0.0,510.0,917.0,118.0,5209.0,21.0,3461.0,33.0,3461.0,138.0,11325.0,30.7
06013355115,"Census Tract 3551.15, Contra Costa County, California",7330,105635.0,815500.0,2882.0,1729.0,531.0,0.0,3889.0,150.0,12.0,394.0,625.0,252.0,3771.0,148.0,2514.0,112.0,2514.0,314.0,7330.0,30.8
06013355116,"Census Tract 3551.16, Contra Costa County, California",7865,188086.0,1039000.0,3490.0,1529.0,197.0,25.0,5193.0,0.0,0.0,460.0,461.0,133.0,3569.0,15.0,2167.0,32.0,2167.0,116.0,7843.0,46.4
06013355117,"Census Tract 3551.17, Contra Costa County, California",7278,205441.0,923000.0,3163.0,1413.0,76.0,7.0,5356.0,35.0,32.0,284.0,75.0,43.0,3266.0,0.0,1902.0,0.0,1902.0,85.0,7278.0,37.2
06013355200,"Census Tract 3552, Contra Costa County, California",10235,108438.0,448000.0,2898.0,2066.0,1772.0,0.0,4007.0,115.0,32.0,409.0,1834.0,646.0,5860.0,122.0,2692.0,141.0,2692.0,1114.0,10235.0,26.8
06013355301,"Census Tract 3553.01, Contra Costa County, California",8146,114200.0,542000.0,2990.0,5041.0,253.0,116.0,934.0,120.0,191.0,506.0,1002.0,320.0,4437.0,30.0,2870.0,15.0,2870.0,221.0,8146.0,27.1
06013355302,"Census Tract 3553.02, Contra Costa County, California",3469,183654.0,921000.0,1776.0,2392.0,33.0,0.0,679.0,0.0,0.0,120.0,245.0,35.0,1635.0,21.0,1198.0,17.0,1198.0,185.0,3464.0,13.1
06013355304,"Census Tract 3553.04, Contra Costa County, California",8230,130080.0,569000.0,2905.0,6276.0,67.0,35.0,619.0,23.0,14.0,474.0,722.0,335.0,4580.0,38.0,3165.0,25.0,3165.0,183.0,8230.0,36.6
06013355306,"Census Tract 3553.06, Contra Costa County, California",5229,135185.0,633500.0,1877.0,4337.0,44.0,62.0,253.0,0.0,7.0,136.0,390.0,155.0,2605.0,19.0,1826.0,6.0,1826.0,97.0,5229.0,33.5
06013356001,"Census Tract 3560.01, Contra Costa County, California",4375,83476.0,349600.0,1037.0,1043.0,524.0,81.0,1310.0,0.0,213.0,165.0,1039.0,110.0,2065.0,52.0,1240.0,26.0,1240.0,355.0,4375.0,34.9
06013356002,"Census Tract 3560.02, Contra Costa County, California",5257,122927.0,487000.0,1697.0,1747.0,706.0,25.0,1639.0,0.0,12.0,439.0,689.0,130.0,3180.0,43.0,1892.0,19.0,1892.0,216.0,5257.0,33.3
06013357000,"Census Tract 3570, Contra Costa County, California",3165,88617.0,424600.0,836.0,2207.0,52.0,12.0,25.0,0.0,5.0,125.0,739.0,106.0,1844.0,136.0,1482.0,64.0,1482.0,224.0,3136.0,20.2
06013358000,"Census Tract 3580, Contra Costa County, California",5885,61250.0,340200.0,806.0,1754.0,859.0,28.0,894.0,15.0,30.0,474.0,1831.0,322.0,2935.0,387.0,2073.0,174.0,2073.0,465.0,5885.0,34.0
06013359102,"Census Tract 3591.02, Contra Costa County, California",5834,70886.0,373800.0,1241.0,1584.0,377.0,194.0,1481.0,0.0,0.0,364.0,1947.0,243.0,3125.0,132.0,1892.0,77.0,1892.0,654.0,5828.0,30.7
06013359103,"Census Tract 3591.03, Contra Costa County, California",4907,69255.0,371500.0,1245.0,1886.0,584.0,0.0,1126.0,1.0,0.0,443.0,867.0,157.0,2797.0,146.0,1984.0,45.0,1984.0,349.0,4907.0,31.5
06013359104,"Census Tract 3591.04, Contra Costa County, California",1974,74306.0,278700.0,743.0,456.0,359.0,8.0,741.0,0.0,29.0,178.0,206.0,63.0,1231.0,48.0,889.0,13.0,889.0,264.0,1974.0,24.6
06013359105,"Census Tract 3591.05, Contra Costa County, California",4733,111536.0,437800.0,1630.0,691.0,847.0,5.0,2066.0,17.0,0.0,472.0,635.0,227.0,2841.0,17.0,1522.0,21.0,1522.0,261.0,4726.0,27.1
06013359202,"Census Tract 3592.02, Contra Costa County, California",5997,85118.0,418400.0,1338.0,2649.0,268.0,8.0,1178.0,27.0,128.0,350.0,1389.0,161.0,3082.0,122.0,2210.0,27.0,2210.0,160.0,5984.0,35.0
06013359203,"Census Tract 3592.03, Contra Costa County, California",7052,86519.0,389100.0,1808.0,1230.0,1562.0,0.0,2939.0,0.0,0.0,220.0,1101.0,155.0,3486.0,146.0,2291.0,110.0,2291.0,570.0,7025.0,30.0
06013359204,"Census Tract 3592.04, Contra Costa County, California",4847,116607.0,445000.0,1247.0,669.0,562.0,39.0,2463.0,0.0,22.0,295.0,797.0,158.0,2834.0,23.0,1487.0,14.0,1487.0,315.0,4842.0,45.3
06013360101,"Census Tract 3601.01, Contra Costa County, California",4898,82606.0,393000.0,1370.0,1908.0,456.0,0.0,930.0,0.0,39.0,302.0,1263.0,199.0,2443.0,35.0,1654.0,39.0,1654.0,530.0,4898.0,43.0
06013360102,"Census Tract 3601.02, Contra Costa County, California",4139,114599.0,508700.0,1415.0,1363.0,323.0,12.0,1139.0,0.0,0.0,274.0,1028.0,163.0,2252.0,49.0,1489.0,45.0,1489.0,194.0,4125.0,33.8
06013360200,"Census Tract 3602, Contra Costa County, California",4714,68523.0,381100.0,964.0,1645.0,631.0,9.0,895.0,8.0,11.0,215.0,1309.0,358.0,2542.0,178.0,1744.0,99.0,1744.0,409.0,4714.0,30.7
06013361000,"Census Tract 3610, Contra Costa County, California",4719,69792.0,376300.0,1123.0,1418.0,698.0,0.0,944.0,148.0,36.0,277.0,1198.0,117.0,2561.0,220.0,1739.0,85.0,1739.0,299.0,4655.0,32.0
06013362000,"Census Tract 3620, Contra Costa County, California",2977,70716.0,403400.0,1027.0,1714.0,145.0,7.0,306.0,7.0,30.0,165.0,610.0,71.0,1630.0,51.0,1213.0,59.0,1213.0,470.0,2972.0,30.4
06013363000,"Census Tract 3630, Contra Costa County, California",7326,74456.0,322100.0,1699.0,2263.0,1304.0,0.0,1415.0,17.0,26.0,263.0,2038.0,184.0,4143.0,77.0,2729.0,0.0,2729.0,393.0,7326.0,27.3
06013364002,"Census Tract 3640.02, Contra Costa County, California",5490,64145.0,305300.0,666.0,1367.0,713.0,31.0,942.0,0.0,0.0,495.0,1942.0,324.0,2702.0,149.0,1810.0,35.0,1810.0,714.0,5490.0,44.4
06013365002,"Census Tract 3650.02, Contra Costa County, California",6262,40900.0,225600.0,418.0,286.0,1264.0,71.0,537.0,14.0,0.0,373.0,3788.0,336.0,2730.0,456.0,1574.0,66.0,1574.0,1503.0,6262.0,42.6
06013365003,"Census Tract 3650.03, Contra Costa County, California",5001,61976.0,301700.0,1090.0,1099.0,1303.0,0.0,1038.0,0.0,13.0,330.0,1218.0,150.0,2883.0,30.0,2248.0,15.0,2248.0,946.0,4961.0,31.7
06013366001,"Census Tract 3660.01, Contra Costa County, California",4470,55196.0,255300.0,417.0,384.0,571.0,39.0,996.0,0.0,5.0,252.0,2223.0,318.0,2270.0,256.0,1324.0,48.0,1324.0,608.0,4470.0,37.2
06013366002,"Census Tract 3660.02, Contra Costa County, California",6319,55841.0,218200.0,423.0,445.0,745.0,7.0,957.0,71.0,0.0,203.0,3898.0,287.0,3241.0,218.0,1685.0,124.0,1685.0,1093.0,6319.0,29.1
06013367100,"Census Tract 3671, Contra Costa County, California",5001,55000.0,327500.0,602.0,415.0,1885.0,0.0,619.0,0.0,0.0,221.0,1861.0,403.0,2609.0,286.0,1944.0,84.0,1944.0,510.0,4986.0,30.4
06013367200,"Census Tract 3672, Contra Costa County, California",5365,46130.0,251300.0,560.0,736.0,727.0,0.0,1288.0,64.0,0.0,120.0,2430.0,210.0,2652.0,219.0,1737.0,84.0,1737.0,540.0,5330.0,34.2
06013368001,"Census Tract 3680.01, Contra Costa County, California",5143,44817.0,216300.0,260.0,181.0,209.0,36.0,207.0,0.0,23.0,121.0,4402.0,252.0,2362.0,180.0,1320.0,57.0,1320.0,1345.0,5143.0,43.9
06013368002,"Census Tract 3680.02, Contra Costa County, California",3380,43966.0,159000.0,127.0,267.0,240.0,52.0,461.0,22.0,26.0,95.0,2236.0,148.0,1757.0,88.0,948.0,19.0,948.0,633.0,3380.0,35.3
06013369001,"Census Tract 3690.01, Contra Costa County, California",7425,40000.0,150000.0,677.0,925.0,1264.0,6.0,1688.0,17.0,15.0,227.0,3289.0,414.0,3439.0,446.0,2426.0,101.0,2426.0,1507.0,7043.0,37.2
06013369002,"Census Tract 3690.02, Contra Costa County, California",2356,54487.0,307900.0,354.0,677.0,522.0,18.0,182.0,0.0,13.0,145.0,799.0,62.0,1430.0,141.0,980.0,35.0,980.0,359.0,2356.0,36.0
06013370000,"Census Tract 3700, Contra Costa County, California",2859,88274.0,426800.0,860.0,1327.0,398.0,0.0,602.0,0.0,0.0,89.0,443.0,76.0,1881.0,29.0,1112.0,29.0,1112.0,255.0,2859.0,29.6
06013371000,"Census Tract 3710, Contra Costa County, California",6149,72066.0,278600.0,1193.0,1601.0,890.0,5.0,997.0,29.0,32.0,241.0,2354.0,250.0,3645.0,187.0,1965.0,41.0,1965.0,952.0,6149.0,33.4
06013372000,"Census Tract 3720, Contra Costa County, California",7615,49041.0,267300.0,856.0,1045.0,532.0,0.0,1462.0,0.0,0.0,356.0,4220.0,330.0,4120.0,147.0,2235.0,64.0,2235.0,1457.0,7615.0,29.9
06013373000,"Census Tract 3730, Contra Costa County, California",4102,50238.0,193800.0,129.0,86.0,512.0,70.0,666.0,0.0,0.0,31.0,2776.0,104.0,1732.0,155.0,1112.0,64.0,1112.0,608.0,4069.0,40.8
06013374000,"Census Tract 3740, Contra Costa County, California",4246,43795.0,261400.0,631.0,894.0,722.0,10.0,411.0,0.0,47.0,169.0,2003.0,234.0,2158.0,149.0,1702.0,91.0,1702.0,428.0,4233.0,33.0
06013375000,"Census Tract 3750, Contra Costa County, California",4787,48688.0,204700.0,227.0,242.0,417.0,13.0,202.0,0.0,85.0,112.0,3716.0,240.0,2230.0,242.0,1139.0,143.0,1139.0,1167.0,4782.0,34.4
06013376000,"Census Tract 3760, Contra Costa County, California",5547,34958.0,168100.0,371.0,247.0,1305.0,0.0,330.0,28.0,0.0,134.0,3503.0,218.0,2582.0,268.0,1757.0,87.0,1757.0,1251.0,5547.0,33.1
06013377000,"Census Tract 3770, Contra Costa County, California",6835,30388.0,112000.0,402.0,481.0,1277.0,0.0,747.0,138.0,0.0,75.0,4117.0,382.0,2735.0,439.0,2177.0,148.0,2177.0,1054.0,6835.0,37.5
06013378000,"Census Tract 3780, Contra Costa County, California",3116,78625.0,543400.0,1686.0,2059.0,121.0,0.0,265.0,0.0,0.0,185.0,486.0,108.0,2055.0,34.0,1699.0,9.0,1699.0,248.0,3116.0,28.3
06013379000,"Census Tract 3790, Contra Costa County, California",6668,39071.0,192100.0,267.0,147.0,2115.0,0.0,72.0,0.0,87.0,222.0,4025.0,412.0,2938.0,457.0,1893.0,147.0,1893.0,1222.0,6586.0,38.0
06013380000,"Census Tract 3800, Contra Costa County, California",6569,80545.0,355000.0,2374.0,1925.0,1722.0,10.0,1299.0,126.0,205.0,110.0,1172.0,356.0,4222.0,131.0,2878.0,75.0,2878.0,766.0,6569.0,27.8
06013381000,"Census Tract 3810, Contra Costa County, California",6996,46162.0,234700.0,461.0,626.0,2086.0,10.0,204.0,0.0,119.0,132.0,3829.0,226.0,3179.0,493.0,2028.0,148.0,2028.0,1617.0,6983.0,34.7
06013382000,"Census Tract 3820, Contra Costa County, California",7486,34107.0,241400.0,726.0,446.0,3416.0,13.0,1071.0,120.0,0.0,99.0,2321.0,657.0,3892.0,669.0,2724.0,144.0,2724.0,1061.0,7486.0,39.4
06013383000,"Census Tract 3830, Contra Costa County, California",4838,73344.0,409600.0,2047.0,2036.0,544.0,47.0,1396.0,0.0,21.0,259.0,535.0,195.0,2942.0,118.0,1949.0,55.0,1949.0,580.0,4830.0,30.3
06013384000,"Census Tract 3840, Contra Costa County, California",3899,95986.0,639700.0,2074.0,2131.0,276.0,22.0,726.0,12.0,0.0,429.0,315.0,103.0,1993.0,52.0,1626.0,20.0,1626.0,113.0,3894.0,35.5
06013385100,"Census Tract 3851, Contra Costa County, California",2941,142566.0,820100.0,1646.0,1540.0,185.0,16.0,703.0,0.0,0.0,254.0,259.0,68.0,1486.0,8.0,1121.0,0.0,1121.0,69.0,2941.0,21.2
06013385200,"Census Tract 3852, Contra Costa County, California",1175,104135.0,622800.0,631.0,548.0,68.0,16.0,426.0,0.0,0.0,49.0,68.0,40.0,626.0,0.0,527.0,17.0,527.0,48.0,1175.0,31.5
06013386000,"Census Tract 3860, Contra Costa County, California",3617,62227.0,515100.0,1138.0,1115.0,486.0,18.0,1187.0,23.0,0.0,260.0,536.0,220.0,2034.0,82.0,1475.0,25.0,1475.0,794.0,3617.0,30.4
06013387000,"Census Tract 3870, Contra Costa County, California",2758,70379.0,551800.0,1061.0,1411.0,191.0,25.0,763.0,0.0,0.0,120.0,268.0,103.0,1502.0,18.0,1078.0,31.0,1078.0,246.0,2758.0,30.8
06013388000,"Census Tract 3880, Contra Costa County, California",2776,86582.0,562300.0,1131.0,1327.0,81.0,9.0,834.0,0.0,26.0,136.0,363.0,110.0,1542.0,30.0,1090.0,23.0,1090.0,366.0,2776.0,24.4
06013389100,"Census Tract 3891, Contra Costa County, California",2016,81563.0,587500.0,967.0,804.0,69.0,4.0,607.0,0.0,4.0,108.0,420.0,108.0,1274.0,13.0,859.0,17.0,859.0,162.0,2009.0,26.0
06013389200,"Census Tract 3892, Contra Costa County, California",1700,54048.0,328600.0,766.0,469.0,172.0,18.0,721.0,9.0,0.0,49.0,280.0,70.0,999.0,45.0,720.0,6.0,720.0,291.0,1662.0,27.4
06013390100,"Census Tract 3901, Contra Costa County, California",2324,121979.0,689000.0,1273.0,1396.0,102.0,0.0,460.0,5.0,30.0,149.0,182.0,10.0,1232.0,18.0,915.0,23.0,915.0,73.0,2324.0,25.8
